input_address,score,CHI_Region,chi_district,chi_estate,OGCIO_CHI_BuildingName,OGCIO_CHI_StreetName,OGCIO_CHI_BuildingNo,OGCIO_CHI_Block,OGCIO_ENG_Region,OGCIO_ENG_District,OGCIO_ENG_Estate,OGCIO_ENG_BuildingName,OGCIO_ENG_StreetName,OGCIO_ENG_BuildingNo,OGCIO_ENG_Block
香港中環德輔道中71號永安集團大廈地下A 舖,100,香港,中西區,,永安集團大廈,德輔道中,71,,HK,CENTRAL & WESTERN DISTRICT,,WING ON HSE,DES VOEUX ROAD CENTRAL,71,
香港北角英皇道338號華懋交易廣場2期地下2號舖,100,香港,東區,,華懋交易廣場II期,英皇道,338,,HK,EASTERN DISTRICT,,TWO CHINACHEM EXCHANGE SQUARE,KING'S ROAD,338,
香港鰂魚涌英皇道 1010-1026 號海景樓地下 8 號舖,89,香港,東區,,海景樓,英皇道,1026,,HK,EASTERN DISTRICT,,OCEANIC MANSION,KING'S ROAD,1026,
筲箕灣道326-332號康泰大廈地下2號舖,82,香港,東區,,康泰大樓,筲箕灣道,326,,HK,EASTERN DISTRICT,,HONG TAI BUILDING,SHAU KEI WAN ROAD,326,
香港德輔道西163-173號金坤大廈地下2-3號舖,95,香港,中西區,,金坤大廈,德輔道西,163,,HK,CENTRAL & WESTERN DISTRICT,,KAM KWAN BUILDING,DES VOEUX ROAD WEST,163,
香港德輔道西369-375號香港商業中心地下B1,74,香港,中西區,創業中心,創業商場,德輔道西,402,,HK,CENTRAL & WESTERN DISTRICT,CHONG YIP CENTRE,CHONG YIP SHOPPING CENTRE,DES VOEUX ROAD WEST,402,
九龍長沙灣道746號地下C2舖,75,九龍,深水埗區,,長沙灣道９０９號,長沙灣道,909,,KLN,SHAM SHUI PO DISTRICT,,909 CHEUNG SHA WAN ROAD,CHEUNG SHA WAN ROAD,909,
九龍紅磡馬頭圍道37號紅磡商業中心地下,99,九龍,九龍城區,紅磡商業中心,,馬頭圍道,37,B,KLN,KOWLOON CITY DISTRICT,HUNGHOM COMMERCIAL CENTRE,,MA TAU WAI ROAD,37,B
九龍九龍城衙前圍道15號地下,72,九龍,九龍城區,,中銀九龍城大樓,衙前圍道,25,,KLN,KOWLOON CITY DISTRICT,,BOC KOWLOON CITY BUILDING,NGA TSIN WAI ROAD,25,
九龍旺角道16號日本信用大廈地下,100,九龍,油尖旺區,,日本信用大廈,旺角道,16,,KLN,YAU TSIM MONG DISTRICT,,J C G BUILDING,MONG KOK ROAD,16,
九龍彌敦道751號地下,100,九龍,油尖旺區,,龍盛樓,彌敦道,751,,KLN,YAU TSIM MONG DISTRICT,,LUNG SHING MANSION,NATHAN ROAD,751,
新蒲崗大有街31號善美工業大廈地下B室,98,九龍,黃大仙區,,善美工業大廈,大有街,31,,KLN,WONG TAI SIN DISTRICT,,PERFECT INDUSTRIAL BUILDING,TAI YAU STREET,31,
九龍土瓜灣道237A號益豐大厦B座地下109號及120號舖,98,九龍,九龍城區,益豐大廈,,土瓜灣道,237A,B,KLN,KOWLOON CITY DISTRICT,I-FENG MANSION,,TO KWA WAN ROAD,237A,B
九龍黃大仙慈雲山中心6樓641–642號舖,87,九龍,黃大仙區,,慈雲山中心,毓華街,23,,KLN,WONG TAI SIN DISTRICT,,TSZ WAN SHAN SHOPPING CENTRE,YUK WAH STREET,23,
九龍彌敦道486號益南華廈地下,100,九龍,油尖旺區,,益南華廈,彌敦道,486,,KLN,YAU TSIM MONG DISTRICT,,EK NAM BUILDING,NATHAN ROAD,486,
新界西貢宜春街16號地下,100,新界,西貢區,,,宜春街,16,,NT,SAI KUNG DISTRICT,,,YI CHUN STREET,16,
新界沙田好運中心商場4-6B舖,78,新界,沙田區,好運中心,棕林閣,橫壆街,1,,NT,SHA TIN DISTRICT,LUCKY PLAZA,CHUNG LAM COURT,WANG POK STREET,1,
新 界 大 埔 普 益 街 37 及 39 號 東 翼 地 舖,88,新界,大埔區,,,普益街,39,,NT,TAI PO DISTRICT,,,PO YICK STREET,39,
新界將軍澳新都城中心一期地下G105-106號舖,76,新界,西貢區,新都城,新都城中心三期,貿業路,8,,NT,SAI KUNG DISTRICT,METRO CITY,MCP DISCOVERY,MAU YIP ROAD,8,
新界荃灣青山公路185-187號荃勝大廈地下,90,新界,荃灣區,,荃勝大廈,青山公路荃灣段,187,,NT,TSUEN WAN DISTRICT,,VICTORY COURT,CASTLE PEAK ROAD TSUEN WAN,187,
新界元朗教育路3-7號富好大廈地下5號舖,92,新界,元朗區,,富好大樓,教育路,3,,NT,YUEN LONG DISTRICT,,FU HO BUILDING,KAU YUK ROAD,3,
九龍大角咀埃華街88-102號大全樓地下2B舖,92,九龍,油尖旺區,大同新邨,大全樓,埃華街,102,,KLN,YAU TSIM MONG DISTRICT,COSMOPOLITAN ESTATES,TAI CHUEN BUILDING,IVY STREET,102,
九龍尖沙咀麼地道 43 號地下前座,75,九龍,油尖旺區,,尖沙咀中心,麼地道,66,,KLN,YAU TSIM MONG DISTRICT,,TSIM SHA TSUI CENTRE,MODY ROAD,66,
香港仔香港仔大道162至164號地下,96,香港,南區,,,香港仔大道,164,,HK,SOUTHERN DISTRICT,,,ABERDEEN MAIN ROAD,164,
金鐘金鐘道95號統一中心1007 & 1008號舖,91,香港,中西區,,統一中心,金鐘道,95,,HK,CENTRAL & WESTERN DISTRICT,,UNITED CENTRE,QUEENSWAY,95,
銅鑼灣怡和街2-6號英光大廈地下,85,香港,灣仔區,,英光大廈,怡和街,2,,HK,WAN CHAI DISTRICT,,YING KONG MANSION,YEE WO STREET,2,
銅鑼灣軒尼詩道555號崇光百貨公司(面向東角道),74,香港,灣仔區,,東角中心(新翼),軒尼詩道,555,,HK,WAN CHAI DISTRICT,,EAST POINT CENTRE (NEW WING),HENNESSY ROAD,555,
中環德輔道中10號L/F堂,77,香港,中西區,,東亞銀行大廈,德輔道中,10,,HK,CENTRAL & WESTERN DISTRICT,,THE BANK OF EAST ASIA BUILDING,DES VOEUX ROAD CENTRAL,10,
中環德輔道中10號地下,78,香港,中西區,,東亞銀行大廈,德輔道中,10,,HK,CENTRAL & WESTERN DISTRICT,,THE BANK OF EAST ASIA BUILDING,DES VOEUX ROAD CENTRAL,10,
中環德輔道中10號地下,78,香港,中西區,,東亞銀行大廈,德輔道中,10,,HK,CENTRAL & WESTERN DISTRICT,,THE BANK OF EAST ASIA BUILDING,DES VOEUX ROAD CENTRAL,10,
中環娛樂行2樓2E及F號舖對出,50,香港,中西區,,娛樂行,皇后大道中,30,,HK,CENTRAL & WESTERN DISTRICT,,ENTERTAINMENT BUILDING,QUEEN'S ROAD CENTRAL,30,
柴灣柴灣道345號地下,88,香港,東區,金源洋樓,,柴灣道,345,A,HK,EASTERN DISTRICT,GOLD MINE BUILDING,,CHAI WAN ROAD,345,A
跑馬地成和道5至7號地下,62,香港,灣仔區,,跑馬地警署,成和道,60,,HK,WAN CHAI DISTRICT,,HAPPY VALLEY POLICE STATION,SING WOO ROAD,60,
半山般含道19至27號嘉富大廈1至3號,83,香港,中西區,,嘉富大廈,般咸道,19,,HK,CENTRAL & WESTERN DISTRICT,,KA FU BUILDING,BONHAM ROAD,19,
半山堅道63至69號慧源閣地下C,82,香港,中西區,,慧源閣,堅道,63,,HK,CENTRAL & WESTERN DISTRICT,,CAMEO COURT,CAINE ROAD,63,
北角英皇道326至328號地下,66,香港,東區,,恒英大廈,英皇道,326,,HK,EASTERN DISTRICT,,HANG YING HOUSE,KING'S ROAD,326,
香港鰂魚涌英皇道1032-1044號福昌樓地下G2-G4號,92,香港,東區,,福昌樓,英皇道,1044,,HK,EASTERN DISTRICT,,FOK CHEONG BUILDING,KING'S ROAD,1044,
鰂魚涌太古城耀星閣G1010-1011號,67,香港,東區,太古城,耀星閣,太古城道,14,,HK,EASTERN DISTRICT,TAIKOO SHING,YIU SING MANSION,TAIKOO SHING ROAD,14,
筲箕灣筲箕灣道289至293號嘉福大廈地下,82,香港,東區,,嘉福大廈,筲箕灣道,289,,HK,EASTERN DISTRICT,,KA FOOK BUILDING,SHAU KEI WAN ROAD,289,
上環德輔道中181號地下,81,香港,中西區,,大新行,德輔道中,181,,HK,CENTRAL & WESTERN DISTRICT,,SUN HOUSE,DES VOEUX ROAD CENTRAL,181,
灣仔軒尼詩道253至261號依時商業大厦地下A-C號,90,香港,灣仔區,,依時商業大廈,軒尼詩道,253,,HK,WAN CHAI DISTRICT,,EASEY COMMERCIAL BUILDING,HENNESSY ROAD,253,
灣仔軒尼詩道253至261號依時商業大厦地下A-C號,90,香港,灣仔區,,依時商業大廈,軒尼詩道,253,,HK,WAN CHAI DISTRICT,,EASEY COMMERCIAL BUILDING,HENNESSY ROAD,253,
灣仔軒尼詩道399號東區商業大廈地下,91,香港,灣仔區,,東區商業大廈,軒尼詩道,399,,HK,WAN CHAI DISTRICT,,EASTERN COMMERCIAL CENTRE,HENNESSY ROAD,399,
灣仔皇后大道東228號地下B及C舖,88,香港,灣仔區,,中華大廈,皇后大道東,228,,HK,WAN CHAI DISTRICT,,JONSIM PLACE,QUEEN'S ROAD EAST,228,
灣仔告士打道56號東亞銀行港灣中心地下1號舖,91,香港,灣仔區,,東亞銀行港灣中心,告士打道,56,,HK,WAN CHAI DISTRICT,,BANK OF EAST ASIA HARBOUR VIEW CENTRE,GLOUCESTER ROAD,56,
灣仔海港中心一樓SC#1號舖,63,香港,灣仔區,,海港中心,港灣道,25,,HK,WAN CHAI DISTRICT,,HARBOUR CENTRE,HARBOUR ROAD,25,
香港石塘咀皇后大道西484-496號新安大樓地下I及J號,91,香港,中西區,,新安大樓,皇后大道西,484,,HK,CENTRAL & WESTERN DISTRICT,,SUN ON BUILDING,QUEEN'S ROAD WEST,484,
長沙灣長沙灣道833號長沙灣廣場1樓117-118號,97,九龍,深水埗區,長沙灣廣場,,長沙灣道,833,,KLN,SHAM SHUI PO DISTRICT,CHEUNG SHA WAN PLAZA,,CHEUNG SHA WAN ROAD,833,
何文田窩打老道77B及77C芝齡大廈地下A號,90,九龍,九龍城區,,芝齡大廈,窩打老道,77B,,KLN,KOWLOON CITY DISTRICT,,RICHLAND HOUSE,WATERLOO ROAD,77B,
紅磡馬頭圍道23至27號地下,79,九龍,九龍城區,,隆基大樓,馬頭圍道,23,,KLN,KOWLOON CITY DISTRICT,,LOONG KING MANSION,MA TAU WAI ROAD,23,
紅磡黃埔花園第9期地下1至3號,72,九龍,九龍城區,黃埔花園,,德安街,11,,KLN,KOWLOON CITY DISTRICT,WHAMPOA GARDEN,,TAK ON STREET,11,
紅磡香港理工大學邵逸夫樓VA210室,70,九龍,油尖旺區,香港理工大學,邵逸夫樓,育才道,11,,KLN,YAU TSIM MONG DISTRICT,HONG KONG POLYTECHNIC UNIVERSITY,SHAW AMENITIES BUILDING,YUK CHOI ROAD,11,
紅磡都會道6號國際都會5樓3號行人天橋大堂入口,91,九龍,油尖旺區,國際都會,置富都會,都會道,6,,KLN,YAU TSIM MONG DISTRICT,THE METROPOLIS,FORTUNE METROPOLIS,METROPOLIS DRIVE,6,
九龍城衙前圍道45至45A號E及F舖,92,九龍,九龍城區,,興發樓,衙前圍道,45,,KLN,KOWLOON CITY DISTRICT,,HING FAT HOUSE,NGA TSIN WAI ROAD,45,
九龍塘達之路80號又一城MTR07號,85,九龍,深水埗區,,又一城,達之路,80,,KLN,SHAM SHUI PO DISTRICT,,FESTIVAL WALK,TAT CHEE AVENUE,80,
九龍塘浸會大學道9號香港浸會大學賽馬會師生活動中心地下G02室,91,九龍,九龍城區,香港浸會大學,賽馬會師生活動中心,浸會大學道,9,,KLN,KOWLOON CITY DISTRICT,HONG KONG BAPTIST UNIVERSITY,JOCKEY CLUB ACADEMIC COMMUNITY CENTRE,BAPTIST UNIVERSITY ROAD,9,
觀塘康寧道7號地下,88,九龍,觀塘區,,晨光大廈,康寧道,7,,KLN,KWUN TONG DISTRICT,,MORNING LIGHT BUILDING,HONG NING ROAD,7,
觀塘開源道54號豐利中心地下1號,91,九龍,觀塘區,,豐利中心,開源道,54,,KLN,KWUN TONG DISTRICT,,HEWLETT CENTRE,HOI YUEN ROAD,54,
觀塘麗港城商場地下38號,70,九龍,觀塘區,麗港城,麗港城商場,茶果嶺道,88,,KLN,KWUN TONG DISTRICT,LAGUNA CITY,LAGUNA PLAZA,CHA KWO LING ROAD,88,
觀塘觀塘道418號創紀之城五期地下1號,84,九龍,觀塘區,,APM 創紀之城5,觀塘道,418,,KLN,KWUN TONG DISTRICT,,APM MILLENNIUM CITY 5,KWUN TONG ROAD,418,
觀塘觀塘道418號創紀之城五期大堂高層UC-36舖對出,92,九龍,觀塘區,,APM 創紀之城5,觀塘道,418,,KLN,KWUN TONG DISTRICT,,APM MILLENNIUM CITY 5,KWUN TONG ROAD,418,
觀塘觀塘道418號創紀之城五期大堂高層UC-36舖對出,92,九龍,觀塘區,,APM 創紀之城5,觀塘道,418,,KLN,KWUN TONG DISTRICT,,APM MILLENNIUM CITY 5,KWUN TONG ROAD,418,
觀塘秀茂坪寶達邨商場地下9號舖對出自動扶手電梯下,78,九龍,觀塘區,寶達邨,秀茂坪天主教小學,寶琳路,2,,KLN,KWUN TONG DISTRICT,PO TAT ESTATE,SAU MAU PING CATHOLIC PRIMARY SCHOOL,PO LAM ROAD,2,
觀塘曉麗苑曉麗商場出入口對出近209A號舖,70,九龍,觀塘區,曉麗苑,曉麗商場,曉光街,21,,KLN,KWUN TONG DISTRICT,HIU LAI COURT,HIU LAI SHOPPING CENTRE,HIU KWONG STREET,21,
荔枝角深盛路9號宇晴匯2樓櫃員機位置A,88,九龍,深水埗區,宇晴軒,宇晴滙,深盛路,9,,KLN,SHAM SHUI PO DISTRICT,THE PACIFICA,THE PACIFICA MALL,SHAM SHING ROAD,9,
橫頭磡樂富廣場L樓 L217-L223號,70,九龍,黃大仙區,樂富邨,樂富廣場,聯合道,198,,KLN,WONG TAI SIN DISTRICT,LOK FU ESTATE,LOK FU PLAZA,JUNCTION ROAD,198,
美孚新邨萬事達廣場地下N57號,70,九龍,深水埗區,美孚新邨,,萬事達廣場,1,,KLN,SHAM SHUI PO DISTRICT,MEI FOO SUN CHUEN,,MOUNT STERLING MALL,1,
九龍旺角彌敦道664號惠豐中心7樓 703-706室,100,九龍,油尖旺區,,惠豐中心,彌敦道,664,,KLN,YAU TSIM MONG DISTRICT,,WAI FUNG PLAZA,NATHAN ROAD,664,
旺角彌敦道720-722號家樂樓地下,82,九龍,油尖旺區,,家樂樓,彌敦道,722,,KLN,YAU TSIM MONG DISTRICT,,KALOK BUILDING,NATHAN ROAD,722,
旺角太子道西154-158號旺角城大廈地下近正門入口,85,九龍,油尖旺區,,旺角城大廈,太子道西,154,,KLN,YAU TSIM MONG DISTRICT,,MONGKOK CITY BUILDING,PRINCE EDWARD ROAD WEST,154,
牛頭角振華道70號樂華﹝北﹞商場二樓二號自動櫃員機,91,九龍,觀塘區,樂華北邨,樂華商場,振華道,70,,KLN,KWUN TONG DISTRICT,LOK WAH NORTH ESTATE,LOK WAH SHOPPING CENTRE,CHUN WAH ROAD,70,
新蒲崗崇齡街65號地下,76,九龍,黃大仙區,崇齡大廈,,崇齡街,65,,KLN,WONG TAI SIN DISTRICT,SHUNG LING BUILDING,,SHUNG LING STREET,65,
深水埗青山道305號地下1號,88,九龍,深水埗區,,ONE MADISON,青山道,305,,KLN,SHAM SHUI PO DISTRICT,,ONE MADISON,CASTLE PEAK ROAD,305,
深水埗窩仔街13號地下,88,九龍,深水埗區,,仁寶大廈,窩仔街,13,,KLN,SHAM SHUI PO DISTRICT,,AMPLE BUILDING,WOH CHAI STREET,13,
大角咀海庭道18號奧海城2期UG46至47號,85,九龍,油尖旺區,帝柏海灣,奧海城二期,海庭道,18,,KLN,YAU TSIM MONG DISTRICT,CENTRAL PARK,OLYMPIAN CITY 2,HOI TING ROAD,18,
尖沙咀加連威老道98號東海商業中心地下G3-G5號,91,九龍,油尖旺區,,東海商業中心,加連威老道,98,,KLN,YAU TSIM MONG DISTRICT,,EAST OCEAN CENTRE,GRANVILLE ROAD,98,
尖沙咀彌敦道63號國際廣場地下高層UG01號舖對出,97,九龍,油尖旺區,,國際廣場,彌敦道,63,,KLN,YAU TSIM MONG DISTRICT,,ISQUARE,NATHAN ROAD,63,
鑽石山龍蟠街3號荷里活廣場1樓102A號舖,97,九龍,黃大仙區,星河明居,荷里活廣場,龍蟠街,3,,KLN,WONG TAI SIN DISTRICT,GALAXIA,PLAZA HOLLYWOOD,LUNG POON STREET,3,
黃大仙毓華街23號慈雲山中心5樓540號舖,90,九龍,黃大仙區,,慈雲山中心,毓華街,23,,KLN,WONG TAI SIN DISTRICT,,TSZ WAN SHAN SHOPPING CENTRE,YUK WAH STREET,23,
黃大仙毓華街23號慈雲山中心5樓540號舖,90,九龍,黃大仙區,,慈雲山中心,毓華街,23,,KLN,WONG TAI SIN DISTRICT,,TSZ WAN SHAN SHOPPING CENTRE,YUK WAH STREET,23,
油麻地彌敦道524號地下,72,九龍,油尖旺區,,僑江大廈,彌敦道,524,,KLN,YAU TSIM MONG DISTRICT,,KIU KONG MANSION,NATHAN ROAD,524,
粉嶺名都商場2樓27B及27C室,76,新界,北區,粉嶺名都,,粉嶺車站路,18,,NT,NORTH DISTRICT,FANLING TOWN CENTER,,FANLING STATION ROAD,18,
葵涌興芳路202號地下,88,新界,葵青區,,葵豐大廈,興芳路,202,,NT,KWAI TSING DISTRICT,,KWAI FUNG BUILDING,HING FONG ROAD,202,
葵涌葵涌邨商場1樓102號舖對出自動扶手電梯下,78,新界,葵青區,葵涌邨,葵涌商場,,,,NT,KWAI TSING DISTRICT,KWAI CHUNG ESTATE,KWAI CHUNG SHOPPING CENTRE,,,
馬鞍山西沙路608號馬鞍山廣場三樓318-322號,98,新界,沙田區,海栢花園,馬鞍山廣場,西沙路,608,,NT,SHA TIN DISTRICT,BAYSHORE TOWERS,MA ON SHAN PLAZA,SAI SHA ROAD,608,
馬鞍山頌安邨商場地下保安櫃位側,72,新界,沙田區,頌安邨,頌安商場,西沙路,632,,NT,SHA TIN DISTRICT,CHUNG ON ESTATE,CHUNG ON SHOPPING CENTRE,SAI SHA ROAD,632,
西貢清水灣香港科技大學廣場入口地下,76,新界,沙田區,香港科學園,企業廣場,科技大道西,5W,,NT,SHA TIN DISTRICT,HONG KONG SCIENCE PARK,ENTERPRISE PLACE,SCIENCE PARK WEST AVENUE,5W,
沙田廣場地下4號,71,新界,沙田區,沙田廣場,,沙田正街,21,,NT,SHA TIN DISTRICT,SHA TIN PLAZA,,SHA TIN CENTRE STREET,21,
沙田中文大學范克廉樓地下,61,新界,沙田區,香港中文大學,羅桂祥綜合生物醫學大樓,大埔公路馬料水段,,,NT,SHA TIN DISTRICT,THE CHINESE UNIVERSITY OF HONG KONG,LO KWEE-SEONG INTEGRATED BIOMEDICAL SCIENCES BUILDING,TAI PO ROAD MA LIU SHUI,,
沙田禾輋邨禾輋商場近56號舖,77,新界,沙田區,禾輋邨,豐和樓,禾輋街,7,,NT,SHA TIN DISTRICT,WO CHE ESTATE,FUNG WO HSE,WO CHE STREET,7,
沙田大圍美田邨美田商場1樓104號舖對面,74,新界,沙田區,美林邨,美林商場,美田路,30,,NT,SHA TIN DISTRICT,MEI LAM ESTATE,MEI LAM SHOPPING CENTRE,MEI TIN ROAD,30,
上水彩園路8號彩園廣場3樓櫃員機4,98,新界,北區,彩園邨,彩園廣場,彩園路,8,,NT,NORTH DISTRICT,CHOI YUEN ESTATE,CHOI YUEN PLAZA,CHOI YUEN ROAD,8,
大埔墟寶鄉街62至66號地下,77,新界,大埔區,,聯豐大廈,寶鄉街,62,,NT,TAI PO DISTRICT,,LUEN FUNG BUILDING,PO HEUNG STREET,62,
香港教育學院中央大樓平台C-P-12室,78,新界,大埔區,香港教育大學,中央大樓,露屏路,10,,NT,TAI PO DISTRICT,THE EDUCATION UNIVERSITY OF HONG KONG,CENTRAL FACILITIES,LO PING ROAD,10,
大埔露屏路10號香港教育學院C2019室,91,新界,大埔區,香港教育大學,教學大樓Ｂ１,露屏路,10,,NT,TAI PO DISTRICT,THE EDUCATION UNIVERSITY OF HONG KONG,ACADEMIC BUILDING B1,LO PING ROAD,10,
大埔廣福邨廣福商場平台近K1號舖,72,新界,大埔區,廣福邨,廣福商場,寶湖道,28,,NT,TAI PO DISTRICT,KWONG FUK ESTATE,KWONG FUK COMMERCIAL CENTRE,PLOVER COVE ROAD,28,
大埔太和邨太和商場S229E商舖,70,新界,大埔區,太和邨,太和廣場,大埔太和路,12,,NT,TAI PO DISTRICT,TAI WO ESTATE,TAI WO PLAZA,TAI PO TAI WO ROAD,12,
大圍道16至18號祥豐大樓地下,98,新界,沙田區,,祥豐大樓,大圍道,16,,NT,SHA TIN DISTRICT,,CHEUNG FUNG MANSION,TAI WAI ROAD,16,
胡陳金枝中學,60,新界,屯門區,,鐘聲慈善社胡陳金枝中學,兆麟街,20,,NT,TUEN MUN DISTRICT,,CHUNG SING BENEVOLENT SOCIETY MRS. AW BOON HAW SECONDARY SCHOOL,SIU LUN STREET,20,
皇后大道中80號H Queen's,97,香港,中西區,,H QUEEN'S,皇后大道中,80,,HK,CENTRAL & WESTERN DISTRICT,,H QUEEN'S,QUEEN'S ROAD CENTRAL,80,
